index,grantee,pilot state owned real property_fy 2017,pilot state owned real property_gov rec original fy 18,pilot state owned real property_gov rec original fy 19,pilot state owned real property_gov rec revised fy 18,pilot state owned real property_gov rec revised fy 19,pilot state owned real property,pilot colleges hospitals_fy 2017,pilot colleges hospitals_gov rec original fy 18,pilot colleges hospitals_gov rec original fy 19,pilot colleges hospitals_gov rec revised fy 18,pilot colleges hospitals_gov rec revised fy 19,pilot colleges hospitals,mashantucket pequot and mohegan fund grant_fy 2017 ,mashantucket pequot and mohegan fund grant_gov rec original fy 18,mashantucket pequot and mohegan fund grant_gov rec original fy 19,mashantucket pequot and mohegan fund grant_gov rec revised fy 18,mashantucket pequot and mohegan fund grant_gov rec revised fy 19,mashantucket pequot and mohegan fund grant,town aid road grant_fy 2017,town aid road grant_gov rec original fy 18,town aid road grant_gov rec original fy 19,town aid road grant_gov rec revised fy 18,town aid road grant_gov rec revised fy 19,town aid road grant,local capital improvement locip _fy 2017,local capital improvement locip _gov rec original fy 18,local capital improvement locip _gov rec original fy 19,local capital improvement locip _gov rec revised fy 18,local capital improvement locip _gov rec revised fy 19,local capital improvement locip _30000000 0,local capital improvement locip ,local capital improvement locip ,adult education _fy 2017,adult education _gov rec original fy 18,adult education _gov rec original fy 19,adult education _gov rec revised fy 18,adult education _gov rec revised fy 19,adult education ,education cost sharing _fy 2017,education cost sharing _gov rec original fy 18,education cost sharing _gov rec original fy 19,education cost sharing _gov rec revised fy 18,education cost sharing _gov rec revised fy 19,education cost sharing _fy 18 ct mirror,education cost sharing ,special education_fy 2017,special education_gov rec original fy 18,special education_gov rec original fy 19,special education_gov rec revised fy 18,special education_gov rec revised fy 19,special education,grants for municipal projects_fy 2017,grants for municipal projects_gov rec original fy 18,grants for municipal projects_gov rec original fy 19,grants for municipal projects_gov rec revised fy 18,grants for municipal projects_gov rec revised fy 19,grants for municipal projects,mrsf municipal revenue sharing grant_fy 2017,mrsf municipal revenue sharing grant_gov rec original fy 18,mrsf municipal revenue sharing grant_gov rec original fy 19,mrsf municipal revenue sharing grant_gov rec revised fy 18,mrsf municipal revenue sharing grant_gov rec revised fy 19,mrsf municipal revenue sharing grant,mrsf additional payment in lieu of taxes _fy 2017,mrsf additional payment in lieu of taxes _gov rec original fy 18,mrsf additional payment in lieu of taxes _gov rec original fy 19,mrsf additional payment in lieu of taxes _gov rec revised fy 18,mrsf additional payment in lieu of taxes _gov rec revised fy 19,mrsf additional payment in lieu of taxes ,mrsf motor vehicle property tax grants_fy 2017,mrsf motor vehicle property tax grants_gov rec original fy 18,mrsf motor vehicle property tax grants_gov rec original fy 19,mrsf motor vehicle property tax grants_gov rec revised fy 18,mrsf motor vehicle property tax grants_gov rec revised fy 19,mrsf motor vehicle property tax grants,mrsf urban stabilization grants_fy 2017,mrsf urban stabilization grants_gov rec original fy 18,mrsf urban stabilization grants_gov rec original fy 19,mrsf urban stabilization grants_gov rec revised fy 18,mrsf urban stabilization grants_gov rec revised fy 19,mrsf urban stabilization grants,total statutory formula aid _fy 2017,total statutory formula aid _gov rec original fy 18,total statutory formula aid _gov rec original fy 19,total statutory formula aid _gov rec revised fy 18,total statutory formula aid _gov rec revised fy 19,total statutory formula aid ,less reimbursement from towns for teachers retirement_fy 2017,less reimbursement from towns for teachers retirement_gov rec original fy 18,less reimbursement from towns for teachers retirement_gov rec original fy 19,less reimbursement from towns for teachers retirement_gov rec revised fy 18,less reimbursement from towns for teachers retirement_gov rec revised fy 19,less reimbursement from towns for teachers retirement,local property tax revenue on hospital real property _fy 2017,local property tax revenue on hospital real property _gov rec original fy 18,local property tax revenue on hospital real property _gov rec original fy 19,local property tax revenue on hospital real property _gov rec revised fy 18,local property tax revenue on hospital real property _gov rec revised fy 19,local property tax revenue on hospital real property ,cumulative total_fy 2017,cumulative total_gov rec original fy 18,cumulative total_gov rec original fy 19,cumulative total_gov rec revised fy 18,cumulative total_gov rec revised fy 19,cumulative total,cumulative total_diff fy 18 gov rec vs gov rec ii,cumulative total_diff fy 19 gov rec vs comm,cumulative total,cumulative total_diff fy 18 gov rec vs fy 17,cumulative total
108,Old Saybrook,0.0,56199.44,56199.44,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9636.66,14309.78,14309.78,0.0,0.0,,246823.05,246823.05,246823.05,246823.05,246823.05,,0.0,122859.0,78183.0,122859.0,78183.0,0.0022338033304,67014.0999119,,4720.0,4652.0,4652.0,4652.0,4652.0,,122907.0,0.0,0.0,0.0,0.0,215081.0,,440312.0,367081.0,367081.0,0.0,0.0,,46716.717077,0.0,0.0,0.0,0.0,,101527.0,146146.0,146146.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,532330.427077,958070.27,913394.27,374334.05,329658.05,,0.0,-1271218.81362,-1312533.48171,-1247383.24375,-1247383.24375,,0.0,0.0,0.0,0.0,0.0,,532330.427077,-313148.54362,-399139.211707,-873049.193752,-917725.193752,,-559900.650132,-518585.982046,,-1405379.62083,
109,Orange,194.0,7138.2,7138.2,0.0,0.0,,151773.0,161933.0,161933.0,0.0,0.0,,28703.4,43140.94,43140.94,0.0,0.0,,275111.5,275111.5,275111.5,275111.5,275111.5,,0.0,181034.0,115203.0,181034.0,115203.0,0.0032915321801,98745.9654031,,0.0,0.0,0.0,0.0,0.0,,1509226.0,51688.0,51688.0,51688.0,51688.0,1361617.0,,797781.0,926199.0,926199.0,0.0,0.0,,104962.427104,0.0,0.0,0.0,0.0,,284365.0,409337.0,409337.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2354335.3271,2055581.64,1989750.64,507833.5,442002.5,,0.0,-1997988.55259,-2062923.26958,-1960525.92599,-1960525.92599,,0.0,0.0,0.0,0.0,0.0,,2354335.3271,57593.0874099,-73172.6295773,-1452692.42599,-1518523.42599,,-1510285.5134,-1445350.79641,,-3807027.7531,
110,Oxford,163743.0,140173.67,140173.67,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,16756.08,25446.81,25446.81,0.0,0.0,,274558.97,274558.97,274558.97,274558.97,274558.97,,0.0,174469.0,111025.0,174469.0,111025.0,0.00317216836578,95165.0509733,,1214.0,1395.0,1395.0,1395.0,1395.0,,4528763.0,465490.0,465490.0,0.0,0.0,4617067.0,,509779.0,1240490.0,1240490.0,0.0,0.0,,84312.7386334,0.0,0.0,0.0,0.0,,171492.0,246859.0,246859.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5240839.78863,2568882.45,2505438.45,450422.97,386978.97,,0.0,-1330434.99436,-1373674.19096,-1305489.11099,-1305489.11099,,0.0,0.0,0.0,0.0,0.0,,5240839.78863,1238447.45564,1131764.25904,-855066.14099,-918510.14099,,-2093513.59663,-2050274.40003,,-6095905.92962,
111,Plainfield,1260.0,40985.84,40985.84,40985.84,40985.84,,34410.0,0.0,0.0,0.0,0.0,,80868.48,121937.19,121937.19,0.0,0.0,,288831.03,288831.03,288831.03,288831.03,288831.03,,0.0,230913.0,146945.0,230913.0,146945.0,0.00419842444129,125952.733239,,107902.0,105120.0,105120.0,105120.0,105120.0,,15364444.0,11209478.0,11209478.0,11050395.0,11050395.0,15441848.0,,553356.0,3930446.0,3930446.0,4831895.0,4831895.0,,144803.003131,0.0,0.0,0.0,0.0,,310350.0,446742.0,446742.0,0.0,0.0,,15417.0,16116.0,16116.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,16348285.5131,16390569.06,16306601.06,16548139.87,16464171.87,,0.0,-1589752.60941,-1641419.64005,-1559944.47647,-1559944.47647,,0.0,135870.6265,135870.6265,135870.6265,135870.6265,,16348285.5131,14936687.0771,14801052.0464,15124066.02,15040098.02,,187378.942941,239045.973585,,-1224219.4931,
112,Plainville,388.0,10309.65,10309.65,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,47844.06,74490.69,74490.69,0.0,0.0,,307260.21,307260.21,307260.21,307260.21,307260.21,,0.0,228244.0,145246.0,228244.0,145246.0,0.00414989709621,124496.912886,,122743.0,122075.0,122075.0,122075.0,122075.0,,10272197.0,8217871.0,8217871.0,7506306.0,7506306.0,10382886.0,,669056.0,3149215.0,3149215.0,3422657.0,3422657.0,,541936.034025,0.0,0.0,0.0,0.0,,363176.0,522783.0,522783.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11655544.304,12632248.55,12549250.55,11586542.21,11503544.21,,0.0,-1927427.7687,-1990069.25707,-1891288.16885,-1891288.16885,,0.0,0.0,0.0,0.0,0.0,,11655544.304,10704820.7813,10559181.2929,9695254.04115,9612256.04115,,-1009566.74015,-946925.251784,,-1960290.26288,
113,Plymouth,458.0,7119.37,7119.37,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,46057.44,65315.53,65315.53,0.0,0.0,,260625.75,260625.75,260625.75,260625.75,260625.75,,0.0,177125.0,112716.0,177125.0,112716.0,0.00322045934687,96613.780406,,11468.0,11411.0,11411.0,11411.0,11411.0,,9761632.0,7483238.0,7483238.0,7185624.0,7185624.0,9827369.0,,529900.0,3066765.0,3066765.0,3637059.0,3637059.0,,152434.063023,0.0,0.0,0.0,0.0,,255581.0,367902.0,367902.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,266550.188479,266550.188479,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10488256.253,11706051.8385,11641642.8385,11271844.75,11207435.75,,0.0,-1236815.4316,-1277011.98824,-1213624.93102,-1213624.93102,,0.0,0.0,0.0,0.0,0.0,,10488256.253,10469236.4069,10364630.8502,10058219.819,9993810.81898,,-411016.5879,-370820.031262,,-430036.434046,
114,Pomfret,27221.0,35448.55,35448.55,35448.55,35448.55,,0.0,0.0,0.0,0.0,0.0,,12848.88,20172.31,20172.31,0.0,0.0,,242919.13,242919.13,242919.13,242919.13,242919.13,,0.0,86075.0,54775.0,86075.0,54775.0,0.00156500233328,46950.0699983,,6015.0,4591.0,4591.0,4591.0,4591.0,,3073015.0,1735192.0,1735192.0,1498056.0,1498056.0,3095579.0,,554709.0,1192074.0,1192074.0,1178069.0,1178069.0,,27820.3541962,0.0,0.0,0.0,0.0,,54257.0,78101.0,78101.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3444096.3642,3394572.99,3363272.99,3045158.68,3013858.68,,0.0,-447189.331395,-461723.004592,-438804.455056,-438804.455056,,0.0,0.0,0.0,0.0,0.0,,3444096.3642,2947383.6586,2901549.98541,2606354.22494,2575054.22494,,-341029.433661,-326495.760464,,-837742.139252,
115,Portland,199.0,16117.8,16117.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18291.9,27760.58,27760.58,0.0,0.0,,239765.7,239765.7,239765.7,239765.7,239765.7,,0.0,116286.0,74000.0,116286.0,74000.0,0.00211429406131,63428.8218393,,10709.0,10945.0,10945.0,10945.0,10945.0,,4363751.0,3550044.0,3550044.0,2948893.0,2948893.0,4426391.0,,219979.0,1136432.0,1136432.0,766814.0,766814.0,,90840.1284447,0.0,0.0,0.0,0.0,,192715.0,277409.0,277409.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4916271.72844,5374760.08,5332474.08,4082703.7,4040417.7,,0.0,-966126.98658,-997526.156693,-948011.940576,-948011.940576,,0.0,0.0,0.0,0.0,0.0,,4916271.72844,4408633.09342,4334947.92331,3134691.75942,3092405.75942,,-1273941.334,-1242542.16388,,-1781579.96902,
116,Preston,716.0,8674.73,8674.73,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,742578.54,1177788.11,1177788.11,0.0,0.0,,199827.04,199827.04,199827.04,199827.04,199827.04,,0.0,81676.0,51976.0,81676.0,51976.0,0.00148502039585,44550.6118755,,20780.0,20700.0,20700.0,20700.0,20700.0,,3012017.0,1934374.0,1934374.0,1685768.0,1685768.0,3040566.0,,392617.0,1298003.0,1298003.0,1304277.0,1304277.0,,0.0,0.0,0.0,0.0,0.0,,58934.0,84835.0,84835.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4034852.58,4805877.88,4776177.88,3292248.04,3262548.04,,0.0,-457631.011329,-472504.039589,-449050.351708,-449050.351708,,0.0,0.0,0.0,0.0,0.0,,4034852.58,4348246.86867,4303673.84041,2843197.68829,2813497.68829,,-1505049.18038,-1490176.15212,,-1191654.89171,
117,Prospect,0.0,1245.02,1245.02,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,17790.3,26677.78,26677.78,0.0,0.0,,240759.09,240759.09,240759.09,240759.09,240759.09,,0.0,118796.0,75597.0,118796.0,75597.0,0.00215993049299,64797.9147896,,0.0,0.0,0.0,0.0,0.0,,5297609.0,3149041.0,3149041.0,2495259.0,2495259.0,5357977.0,,421027.0,1698511.0,1698511.0,1594070.0,1594070.0,,70942.1690169,0.0,0.0,0.0,0.0,,197097.0,283717.0,283717.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5824197.55902,5518746.89,5475547.89,4448884.09,4405685.09,,0.0,-999500.77196,-1031984.59158,-980759.96178,-980759.96178,,0.0,0.0,0.0,0.0,0.0,,5824197.55902,4519246.11804,4443563.29842,3468124.12822,3424925.12822,,-1051121.98982,-1018638.1702,,-2356073.4308,
118,Putnam,0.0,22094.18,22094.18,0.0,0.0,,212667.0,0.0,0.0,0.0,0.0,,68346.3,100687.05,100687.05,0.0,0.0,,237753.24,237753.24,237753.24,237753.24,237753.24,,0.0,150337.0,95669.0,150337.0,95669.0,0.00273340407526,82002.1222577,,67026.0,65727.0,65727.0,65727.0,65727.0,,8340282.0,5731480.0,5731480.0,5712244.0,5712244.0,8387858.0,,454287.0,2589498.0,2589498.0,3219179.0,3219179.0,,171800.389464,0.0,0.0,0.0,0.0,,76399.0,109975.0,109975.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9174273.92946,9007551.47,8952883.47,9385240.24,9330572.24,,0.0,-790030.74381,-815706.778187,-775217.532434,-775217.532434,,0.0,556356.0,556356.0,556356.0,556356.0,,9174273.92946,8773876.72619,8693532.69181,9166378.70757,9111710.70757,,392501.981376,418178.015753,,-7895.2218974,
119,Redding,94856.0,106382.1,106382.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7201.92,10952.15,10952.15,0.0,0.0,,269261.48,269261.48,269261.48,269261.48,269261.48,,0.0,127246.0,80974.0,127246.0,80974.0,0.00231356708568,69407.0125705,,554.0,547.0,547.0,547.0,547.0,,180135.0,16000.0,16000.0,16000.0,16000.0,251065.0,,650223.0,430780.0,430780.0,0.0,0.0,,1329.08246686,0.0,0.0,0.0,0.0,,189781.0,273185.0,273185.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,743118.482467,1234353.73,1188081.73,413054.48,366782.48,,0.0,-1740643.54432,-1797214.53707,-1708006.18057,-1708006.18057,,0.0,0.0,0.0,0.0,0.0,,743118.482467,-506289.814316,-609132.807068,-1294951.70057,-1341223.70057,,-788661.886258,-732090.893507,,-2038070.18304,
120,Ridgefield,2087.0,89021.72,89021.72,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9334.38,14233.03,14233.03,0.0,0.0,,379410.61,379410.61,379410.61,379410.61,379410.61,,0.0,281504.0,179139.0,281504.0,179139.0,0.00511826217632,153547.86529,,586.0,578.0,578.0,578.0,578.0,,571648.0,0.0,0.0,0.0,0.0,771119.0,,1961519.0,532259.0,532259.0,0.0,0.0,,561986.040487,0.0,0.0,0.0,0.0,,512848.0,738233.0,738233.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2037900.03049,2035239.36,1932874.36,661492.61,559127.61,,0.0,-4407653.81385,-4550902.7592,-4325009.55205,-4325009.55205,,0.0,0.0,0.0,0.0,0.0,,2037900.03049,-2372414.45385,-2618028.3992,-3663516.94205,-3765881.94205,,-1291102.4882,-1147853.54285,,-5701416.97254,
121,Rocky Hill,774861.0,614442.66,614442.66,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,177534.72,266436.57,266436.57,0.0,0.0,,344305.31,344305.31,344305.31,344305.31,344305.31,,0.0,208083.0,132416.0,208083.0,132416.0,0.00378333291333,113499.9874,,10124.0,9694.0,9694.0,9694.0,9694.0,,4250230.0,3410773.0,3410773.0,1868300.0,1868300.0,4393637.0,,386787.0,1688353.0,1688353.0,568456.0,568456.0,,221198.663326,0.0,0.0,0.0,0.0,,405872.0,584244.0,584244.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6184125.69333,7126331.54,7050664.54,2998838.31,2923171.31,,0.0,-2027836.04919,-2093740.81115,-1989813.77693,-1989813.77693,,0.0,0.0,0.0,0.0,0.0,,6184125.69333,5098495.49081,4956923.72885,1009024.53307,933357.533068,,-4089470.95774,-4023566.19579,,-5175101.16026,
122,Roxbury,64.0,1681.38,1681.38,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5316.96,7981.83,7981.83,0.0,0.0,,331244.11,331244.11,331244.11,331244.11,331244.11,,0.0,65704.0,41812.0,65704.0,41812.0,0.00119461996289,35838.5988866,,0.0,0.0,0.0,0.0,0.0,,33612.0,22000.0,22000.0,22000.0,22000.0,61637.0,,16670.0,33177.0,33177.0,0.0,0.0,,601.808540992,0.0,0.0,0.0,0.0,,15998.0,23029.0,23029.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,386836.878541,484817.32,460925.32,418948.11,395056.11,,0.0,-307819.614462,-317823.765648,-302047.944118,-302047.944118,,0.0,0.0,0.0,0.0,0.0,,386836.878541,176997.705538,143101.554352,116900.165882,93008.165882,,-60097.5396561,-50093.38847,,-269936.712659,
123,Salem,47337.0,42761.76,42761.76,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,12024.54,18383.64,18383.64,0.0,0.0,,193533.6,193533.6,193533.6,193533.6,193533.6,,0.0,63059.0,40128.0,63059.0,40128.0,0.0011465289821,34395.8694629,,4450.0,4126.0,4126.0,4126.0,4126.0,,3049314.0,1510137.0,1510137.0,1224336.0,1224336.0,3073231.0,,297645.0,1092404.0,1092404.0,882218.0,882218.0,,4698.57233683,0.0,0.0,0.0,0.0,,85617.0,123244.0,123244.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3396974.71234,3047649.0,3024718.0,2367272.6,2344341.6,,0.0,-348037.30416,-359348.532053,-341511.545265,-341511.545265,,0.0,0.0,0.0,0.0,0.0,,3396974.71234,2699611.69584,2665369.46795,2025761.05473,2002830.05473,,-673850.641105,-662539.413212,,-1371213.6576,
124,Salisbury,108.0,4870.44,4870.44,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5983.56,8928.59,8928.59,0.0,0.0,,284373.53,284373.53,284373.53,284373.53,284373.53,,0.0,80314.0,51109.0,80314.0,51109.0,0.00146025672256,43807.7016769,,0.0,0.0,0.0,0.0,0.0,,10871.0,2308.0,2308.0,2308.0,2308.0,57371.0,,27821.0,84849.0,84849.0,0.0,0.0,,82.9347459318,0.0,0.0,0.0,0.0,,20769.0,29897.0,29897.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,322188.024746,495540.56,466335.56,366995.53,337790.53,,0.0,-389052.339266,-401696.557628,-381757.541458,-381757.541458,,0.0,0.0,0.0,0.0,0.0,,322188.024746,106488.220734,64639.0023722,-14762.0114582,-43967.0114582,,-121250.232192,-108606.01383,,-336950.036204,
125,Scotland,16880.0,19114.04,19114.04,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10371.24,16078.92,16078.92,0.0,0.0,,153774.96,153774.96,153774.96,153774.96,153774.96,,0.0,39042.0,24845.0,39042.0,24845.0,0.000709855603785,21295.6681135,,1806.0,1746.0,1746.0,1746.0,1746.0,,1423001.0,786786.0,786786.0,724848.0,724848.0,1411050.0,,51557.0,494157.0,494157.0,569265.0,569265.0,,7681.03339245,0.0,0.0,0.0,0.0,,36200.0,52109.0,52109.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,38005.1408571,38005.1408571,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1649714.23339,1600813.06086,1586616.06086,1488675.96,1474478.96,,0.0,-222784.943177,-230025.463758,-218607.687443,-218607.687443,,0.0,0.0,0.0,0.0,0.0,,1649714.23339,1378028.11768,1356590.5971,1270068.27256,1255871.27256,,-107959.845123,-100719.324543,,-379645.960836,
126,Seymour,0.0,13736.18,13736.18,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,44777.04,67640.07,67640.07,0.0,0.0,,296588.26,296588.26,296588.26,296588.26,296588.26,,0.0,213763.0,136031.0,213763.0,136031.0,0.00388660579458,116598.173837,,75988.0,75666.0,75666.0,75666.0,75666.0,,10040987.0,8138805.0,8138805.0,7479196.0,7479196.0,10140934.0,,656472.0,3239785.0,3239785.0,3526207.0,3526207.0,,281186.003018,0.0,0.0,0.0,0.0,,343388.0,494298.0,494298.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,249143.318214,249143.318214,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11082914.303,12789424.8282,12711692.8282,11591420.26,11513688.26,,0.0,-1732617.75193,-1788927.90607,-1700130.87317,-1700130.87317,,0.0,0.0,0.0,0.0,0.0,,11082914.303,11056807.0763,10922764.9221,9891289.38683,9813557.38683,,-1165517.68945,-1109207.53531,,-1191624.91619,
127,Sharon,0.0,15604.31,15604.31,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6013.26,9173.67,9173.67,0.0,0.0,,357343.23,357343.23,357343.23,357343.23,357343.23,,0.0,89428.0,56908.0,89428.0,56908.0,0.00162596606053,48778.9818159,,0.0,0.0,0.0,0.0,0.0,,9960.0,2154.0,2154.0,2154.0,2154.0,39851.0,,26466.0,77594.0,77594.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,19467.0,28022.0,28022.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,392783.49,579319.21,546799.21,448925.23,416405.23,,0.0,-309765.869722,-319833.274291,-303957.70676,-303957.70676,,0.0,0.0,0.0,0.0,0.0,,392783.49,269553.340278,226965.935709,144967.52324,112447.52324,,-124585.817038,-114518.412469,,-247815.96676,
128,Shelton,344.0,8989.32,8989.32,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,49400.34,75926.48,75926.48,0.0,0.0,,503576.1,503576.1,503576.1,503576.1,503576.1,,0.0,491637.0,312860.0,491637.0,312860.0,0.00893886787249,268166.036175,,37518.0,37740.0,37740.0,37740.0,37740.0,,5893771.0,2104762.0,2104762.0,0.0,0.0,6192056.0,,875522.0,2637222.0,2637222.0,0.0,0.0,,584121.111523,0.0,0.0,0.0,0.0,,706038.0,1016326.0,1016326.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7774768.55152,6876178.9,6697401.9,1032953.1,854176.1,,0.0,-3726462.15333,-3847572.33936,-3656590.35151,-3656590.35151,,0.0,0.0,0.0,0.0,0.0,,7774768.55152,3149716.74667,2849829.56064,-2623637.25151,-2802414.25151,,-5773353.99818,-5652243.81215,,-10398405.803,
129,Sherman,0.0,8.2,8.2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6550.5,9771.67,9771.67,0.0,0.0,,205263.76,205263.76,205263.76,205263.76,205263.76,,0.0,47708.0,30360.0,47708.0,30360.0,0.000867419475062,26022.5842519,,178.0,199.0,199.0,199.0,199.0,,46611.0,0.0,0.0,0.0,0.0,76766.0,,106005.0,96343.0,96343.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,39000.0,56139.0,56139.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,297603.26,415432.63,398084.63,253170.76,235822.76,,0.0,-389838.786573,-402508.564508,-382529.242744,-382529.242744,,0.0,0.0,0.0,0.0,0.0,,297603.26,25593.8434268,-4423.93450763,-129358.482744,-146706.482744,,-154952.326171,-142282.548237,,-426961.742744,
130,Simsbury,2555.0,83169.83,83169.83,83169.83,83169.83,,0.0,0.0,0.0,0.0,0.0,,18795.48,29418.13,29418.13,0.0,0.0,,363595.05,363595.05,363595.05,363595.05,363595.05,,0.0,288757.0,183754.0,288757.0,183754.0,0.0052501351002,157504.053006,,13657.0,12604.0,12604.0,12604.0,12604.0,,6087799.0,4213907.0,4213907.0,1783459.0,1783459.0,6257344.0,,997340.0,2080010.0,2080010.0,0.0,0.0,,77648.1875116,0.0,0.0,0.0,0.0,,567460.0,775368.0,775368.0,0.0,0.0,,20731.0,21671.0,21671.0,0.0,0.0,,0.0,1302932.48202,1302932.48202,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7152240.71751,9171432.49202,9066429.49202,2531584.88,2426581.88,,0.0,-3634441.66134,-3752561.17728,-3566295.25946,-3566295.25946,,0.0,0.0,0.0,0.0,0.0,,7152240.71751,5536990.83068,5313868.31474,-1034710.37946,-1139713.37946,,-6571701.21015,-6453581.69421,,-8186951.09697,
131,Somers,1364700.0,858635.34,858635.34,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1062294.42,1594266.78,1594266.78,0.0,0.0,,267917.07,267917.07,267917.07,267917.07,267917.07,,0.0,162570.0,103454.0,162570.0,103454.0,0.00295582258868,88674.6776604,,11126.0,10571.0,10571.0,10571.0,10571.0,,5929453.0,4501261.0,4501261.0,3942668.0,3942668.0,5995673.0,,468140.0,1895056.0,1895056.0,2085431.0,2085431.0,,82324.431263,0.0,0.0,0.0,0.0,,141697.0,203969.0,203969.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8859511.92126,9494246.19,9435130.19,6469157.07,6410041.07,,0.0,-1157222.31576,-1194832.09259,-1135524.1997,-1135524.1997,,0.0,0.0,0.0,0.0,0.0,,8859511.92126,8337023.87424,8240298.09741,5333632.8703,5274516.8703,,-3003391.00394,-2965781.22711,,-3525879.05096,
